label,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,mfcc_mean_20,mfcc_std_20,mfcc_mean_21,mfcc_std_21,mfcc_mean_22,mfcc_std_22,mfcc_mean_23,mfcc_std_23,mfcc_mean_24,mfcc_std_24,mfcc_mean_25,mfcc_std_25,mfcc_mean_26,mfcc_std_26,mfcc_mean_27,mfcc_std_27,mfcc_mean_28,mfcc_std_28,mfcc_mean_29,mfcc_std_29,mfcc_mean_30,mfcc_std_30,mfcc_mean_31,mfcc_std_31,mfcc_mean_32,mfcc_std_32,mfcc_mean_33,mfcc_std_33,mfcc_mean_34,mfcc_std_34,mfcc_mean_35,mfcc_std_35,mfcc_mean_36,mfcc_std_36,mfcc_mean_37,mfcc_std_37,mfcc_mean_38,mfcc_std_38,mfcc_mean_39,mfcc_std_39,mfcc_mean_40,mfcc_std_40
Crackle,-360.22864,26.845541,115.92131,18.190748,66.90282,6.4965496,41.26131,8.015419,35.555553,7.540475,30.870632,5.39445,23.128172,4.1747947,18.257874,4.0978527,17.027203,2.794614,14.918882,2.7454236,11.066363,3.207209,8.92157,2.8151133,9.008092,2.5256016,8.395989,3.2235613,6.299684,2.9719527,4.587846,2.9150424,4.208731,2.8687563,4.328236,2.9245527,3.9325802,2.7816217,3.0954854,2.75658,2.4929433,3.1450617,2.277728,2.791814,2.098682,2.886742,1.6061422,2.9267159,0.7059079,2.416562,0.38681507,2.331096,1.348322,2.559452,2.1160004,2.8890874,1.4518903,2.6371756,1.0188656,2.424139,1.9012403,2.8985133,2.436149,3.451239,1.8883982,2.9947119,1.1140112,2.217112,0.83329755,2.2489138,1.2277789,2.1959531,1.2613604,2.1753685,0.39061865,2.2617981,0.056842905,2.0878663,0.7046178,2.1841474
Crackle,-363.63382,19.256887,123.97553,17.371964,66.04166,5.986571,39.86045,8.991499,35.548416,6.955718,30.47318,4.4344263,22.91762,4.202209,18.565735,4.3380046,17.050432,3.1306188,13.789369,2.6843038,9.595964,2.7611818,8.251346,3.0516558,9.228714,3.370487,8.482147,3.1565843,5.8502574,2.6375153,4.2765474,2.8297102,3.79376,3.4767065,4.093508,3.1947434,4.5173965,3.1580665,3.7277422,2.8649645,2.4367628,2.603489,1.3184177,2.727363,1.2747203,2.6018927,1.9726517,2.8188741,1.175192,2.6581597,0.5207437,2.2500923,1.7938924,2.6537752,2.3036523,2.858196,1.1731204,2.6011598,0.77762455,2.309407,1.4657344,2.4832919,1.4347045,2.5947337,0.81779814,2.2952526,0.71413994,2.5694966,1.1105139,2.7116733,1.7483357,2.2359638,1.0648372,1.9969329,-0.44426748,2.5344675,0.14562073,2.0553675,1.3978375,2.0534463
Crackle,-358.2492,28.997124,118.802734,18.148588,66.462975,8.577472,40.598656,9.031389,35.748165,7.455153,31.272846,5.694041,23.933176,4.8761883,19.291983,4.60268,17.151112,3.4392085,14.407605,3.3863447,11.439382,3.2561886,10.366811,2.8934886,10.254669,2.857824,8.486759,2.894143,5.3929625,2.4758797,3.6567967,2.437728,3.495816,2.7811692,3.4714932,2.7237313,3.3795028,2.6565392,3.2279403,2.5018437,2.5729878,2.4983978,1.9656328,2.1495264,2.1171455,2.2696624,2.1878238,2.5441651,1.3370053,2.0863638,0.68758965,2.3392022,1.1963708,2.5074701,1.9540211,2.172931,1.6189667,2.0515678,1.1638769,2.2246087,2.1255908,2.4249449,2.9342678,2.9687173,1.5413741,3.1233537,-0.14505856,2.8850896,0.35348266,2.3717818,1.7329872,2.673735,1.4878095,2.6192935,0.34056202,2.1575742,0.3223104,2.247768,1.1088685,1.9000361
Crackle,-356.1099,32.491364,119.5162,18.74392,64.848976,8.70061,39.672863,8.656296,35.400536,6.7032185,29.90547,4.8386765,21.613544,4.7705393,17.705223,4.2811418,16.987013,3.0154004,14.454476,2.8201334,10.533265,3.3214433,9.126654,2.6316574,10.00081,2.5325065,9.344687,2.919359,6.5350127,2.6480443,4.4324913,2.7118652,3.972086,2.5928931,3.988051,2.5787666,3.3647792,3.411291,2.3829465,3.1566422,1.9168214,2.645872,1.974401,2.6294935,2.1167696,2.0195007,1.841809,2.293496,1.0558274,2.5593343,1.0460073,3.1234546,2.0727515,3.0146482,2.2092083,2.3379893,0.74379915,2.1991415,-0.21427925,2.509881,1.0481342,2.3515975,2.492525,2.7299159,1.9410089,2.7006729,0.85078657,2.6988518,1.1093796,2.7587035,1.4476795,2.1821198,0.28589556,2.8231814,-0.80651844,2.355136,-0.13245118,2.3525589,1.1114941,2.9344103
Normal,-357.44775,11.847441,125.61158,8.628237,63.38186,6.185132,37.514668,3.3582957,36.473606,3.2762635,34.289673,3.9816937,24.381754,2.5979502,15.485418,2.69498,13.107439,2.781341,12.194825,2.3113472,9.431337,2.4463456,8.9804535,3.3954358,10.726239,3.8540099,9.481891,3.3679006,5.640018,2.854386,2.3956041,2.9914427,2.0495636,2.7065492,4.824517,2.330505,6.7548547,2.338277,5.5136147,2.347807,2.405088,2.3892515,0.64603573,2.2805746,2.2211578,2.298153,4.328868,2.328383,3.7140028,2.8921118,1.4955553,3.7391067,0.8771696,3.808423,2.1823072,3.2084482,2.7577145,2.118358,1.3725792,2.6354616,0.7370373,2.2296906,2.1158605,1.5033338,2.0775862,1.7403598,-0.0236515,1.8504419,-0.47069642,2.1962104,1.4855844,2.098558,2.47815,2.6604457,0.8034299,2.426459,-0.8062732,2.1894133,-0.1656853,2.5865238
Crackle,-359.8354,28.554382,129.11835,18.84663,62.336895,8.86464,39.176052,9.8565855,36.967598,7.063295,32.83875,6.474313,23.69562,5.798959,17.117878,4.146238,15.672895,3.0854924,13.501453,3.1399286,9.954325,3.1995661,8.619183,2.787576,9.661804,3.3609543,9.034808,3.2157283,6.0997667,2.655615,4.189561,2.7148647,4.06003,2.6533108,4.6783795,2.778401,4.610941,3.281403,4.1656775,3.1425805,3.3216357,2.3794384,2.2756224,2.6709921,2.5798397,2.9887958,3.0253434,3.2550282,2.2268555,2.7108953,1.1590363,2.2758381,1.1499972,2.2312343,1.8620936,2.4988582,1.6226801,2.5751452,0.9680801,2.7124903,1.0872378,2.718739,1.8305919,2.5733318,1.6045854,2.917043,0.20550738,2.8281324,0.46655032,2.8589396,1.9319738,2.1994157,1.6342402,2.9533975,0.0069339373,2.5976634,-0.07642935,2.7293174,0.9384777,2.5463982
Crackle,-357.5339,34.998325,134.7752,18.129822,58.2148,9.012812,39.492447,9.9466,36.934986,7.2554073,33.221157,6.606262,22.960276,4.9848313,17.304136,5.165456,16.582943,3.5516682,14.047987,3.0232778,9.709605,4.286301,8.164936,3.7492516,10.662559,3.489514,9.44904,3.7114363,5.206002,2.705653,3.760314,2.9035738,4.5357876,2.497719,6.2879944,2.7049387,5.1502666,2.983247,3.3632193,3.0430896,2.8932562,2.7748964,2.2213428,2.1385942,1.9988897,2.7636442,2.1568356,2.7895148,2.180478,2.8731782,1.25886,2.4504282,0.77236545,2.3024964,2.4147556,2.603418,1.9177995,2.2921028,0.7466877,2.5419574,1.1793939,2.506279,1.9738994,2.2444615,1.9497201,2.7074711,0.062317714,2.7599173,-0.38350874,2.6756752,0.9810393,2.9661005,1.410423,2.8397021,-0.15633218,2.9656818,-1.2382522,2.9872243,0.38941044,2.2663593
Crackle,-351.2535,35.800346,128.56187,18.541553,60.401394,11.387792,36.63567,11.3792,38.080067,7.5932546,34.336456,6.3245792,22.700146,3.8989482,15.709858,4.533571,15.556669,3.6169891,13.328585,2.8056183,8.4972925,2.9899197,7.9192886,2.9199042,10.686411,3.8294797,9.420828,3.4091365,4.8482504,2.5158052,3.387732,2.8531594,4.7843237,3.0168812,5.5670953,2.982293,4.9190316,2.8125827,3.4363377,2.5433803,1.6570637,2.3585,1.2230923,2.125613,2.6868207,3.0854454,3.3036191,3.1974597,1.8630345,2.4345543,0.20014818,2.4278321,0.48491228,2.5132768,2.1148932,2.6975408,1.6422696,3.0582278,0.15286385,2.666468,0.9423744,2.2371821,1.7552085,2.2796757,0.6962719,2.7596629,-0.36634067,2.8961089,0.061938085,2.6040752,1.5582008,2.4031017,1.7800678,3.1442385,0.46105334,2.9270406,0.12972602,2.305074,0.77011985,1.7463175
Crackle,-353.9977,31.59311,132.64513,17.778196,60.132988,8.637985,36.582108,9.78181,37.073246,7.36032,34.63644,6.4951777,24.128199,4.860931,16.532196,4.812919,16.271065,3.9585545,14.405475,2.657804,9.291037,2.6088436,7.9077954,2.5926585,10.748742,3.4721892,9.771184,3.1758745,4.8875284,2.7107713,2.7398517,3.2260697,3.4760575,3.318429,4.7286687,3.3924024,4.297271,3.2475667,3.2817965,2.908797,2.6481366,3.1429305,1.3021971,3.121988,1.695062,2.7834804,2.9962513,2.9356065,2.3954098,3.299807,0.74982923,2.1942062,0.6301658,2.683474,2.0235937,2.9402595,1.7037206,3.256808,0.52049536,2.5226827,0.36646995,1.9431984,1.4086323,2.2332242,2.2593992,2.239126,0.6368049,2.425633,-0.24664614,2.7084332,1.3147765,3.1954181,0.8768462,2.983632,-0.22250007,2.5765762,0.7040942,2.7260747,1.405886,2.1404655
Crackle,-350.95944,36.35425,123.99166,19.004938,63.699867,8.868113,37.522015,10.002806,36.753418,7.376135,32.932217,6.1524234,22.767954,5.0887837,17.056232,5.2656336,16.420938,3.972034,14.035913,3.044997,9.444665,3.3197143,8.256504,2.7068882,10.530052,3.4583638,10.088327,3.609043,6.0402994,2.395435,3.4341183,2.9159873,3.5575745,2.5430655,4.1921763,2.286941,4.2324753,3.070283,3.77038,3.4074492,2.609786,2.9719753,1.3021944,2.4909525,1.5877769,2.3726459,2.810951,2.2216294,2.5721974,2.949186,1.1715256,2.7479432,0.7731456,2.5589368,1.4860569,2.4831421,1.3532232,2.4574502,0.66426814,2.4682581,1.0265394,2.5786552,1.5466505,2.3460052,1.1475842,2.2085478,0.60834044,2.2662005,1.0659735,2.1270118,1.9563775,2.7962224,1.3374404,3.3192549,-0.07206125,2.606001,0.20108746,2.414302,1.447289,2.1416125
Crackle,-359.7533,27.158394,129.10081,19.187159,61.711742,8.621372,38.068092,10.603208,37.18708,6.9468207,32.5714,6.3122196,22.866035,4.4760427,17.546162,5.4868984,17.375057,4.40994,14.79894,3.3169105,9.819505,3.8534288,7.884781,3.3730447,9.8536005,3.2313774,9.285922,3.252919,4.845526,2.0575008,3.255858,2.7156913,4.3949904,3.0952199,4.539643,3.0972075,3.9168055,2.757179,3.1020265,3.0328348,2.292411,3.0852997,1.285205,2.903836,0.9854509,2.8759751,1.9719598,2.2091556,2.3770387,2.9572358,1.2385434,2.1017525,0.7724956,2.7069519,1.8285369,2.847455,1.82645,3.2618659,0.49969262,2.3212981,0.44461828,3.3738666,1.8973836,2.4672241,1.4627781,2.4353442,-0.25850865,2.1140323,0.61499137,2.5378428,2.2648063,2.7994523,1.8139844,2.2902627,0.30965152,2.4667416,0.03341489,3.1776268,0.9835169,2.4254646
Crackle,-355.84576,32.074127,127.16755,16.813732,61.129032,9.231989,38.176235,8.442824,36.980686,6.7463226,32.230663,5.910546,22.898552,4.868713,17.425495,4.555125,16.703941,2.873762,14.188808,2.6110325,9.631158,2.903515,8.530116,3.140788,10.521245,2.7324128,9.25188,2.9625187,5.276763,2.5108767,3.5418205,3.2466314,3.4018145,3.4066892,3.8620949,3.1935825,4.262828,3.0269911,3.255896,3.2357614,1.6137745,3.231689,0.5598483,2.973439,1.3814988,2.6693437,2.7967405,2.5501971,1.9771092,2.0939143,0.4502888,2.4702308,0.69082975,2.826451,1.8728539,2.6801722,1.718808,2.6106563,0.35016108,2.0967598,0.34858668,2.4675248,1.2269243,3.352071,0.801686,2.9969811,0.1292489,2.5155427,0.71161085,2.0764372,1.9066061,2.159985,1.3039074,2.8633726,-0.5527154,2.3770325,-0.33590642,2.8797064,1.2548724,2.4883463
Crackle,-355.13397,28.751377,123.245605,15.842774,62.076904,9.511471,37.929237,8.2611,35.81136,6.4659667,31.666761,5.2332373,22.548597,4.890881,16.964764,5.2528415,16.98275,2.8230448,15.2327795,3.14582,9.982963,3.4195578,8.414907,3.2924275,10.7501,2.982285,9.766878,3.1316192,5.36448,2.65689,3.297179,3.1116083,4.2018485,2.4227376,5.2705836,2.8935182,4.764897,3.5556176,3.674339,3.3343704,2.4666378,2.5056524,1.4365704,2.441445,1.8041772,2.694199,2.2395928,2.9008064,1.1226114,2.8984227,0.44860208,2.286418,1.437574,2.1036296,2.3363934,2.6182134,1.6040579,2.9109042,0.39711207,2.9281933,0.999633,3.031347,2.5890925,2.824475,1.9478575,2.2749388,-0.21132654,2.3516564,-0.006554188,2.2548785,2.3566282,2.4228578,2.343244,2.290696,-0.105551586,2.3492117,-0.8277811,2.374558,0.44569772,2.2007923
Normal,-382.3522,39.285496,143.38112,13.723702,38.36964,6.3770986,27.95129,6.909252,37.38701,7.400433,45.259354,8.739074,26.556112,4.2387376,17.188343,2.5409133,15.799438,3.4238274,15.706635,2.8814368,12.848463,1.9037715,10.856615,2.7184126,9.216093,3.8195953,9.614374,3.1561215,5.6360917,2.8001392,4.5545864,3.292975,1.5807558,3.9553924,6.882905,2.2716615,5.972398,3.0834908,4.8674927,3.0574803,0.2050078,2.7789202,-1.8267179,3.1752648,0.63996434,3.4450974,4.1194434,2.7995355,2.231864,2.6414652,0.5068951,2.6070368,0.06293276,2.4301126,2.953538,2.4992793,2.0648658,2.2694674,0.9209782,3.3344867,-1.4228433,2.8687603,-0.61957484,1.8166095,-0.6599856,1.9145572,0.118431844,2.0727766,-0.9287794,2.1944263,0.48731115,2.6398501,1.2387254,2.745007,-0.084826455,1.9010817,-1.4541532,2.0957325,0.023836758,2.0356412
Crackle,-387.74628,41.023766,143.54729,22.377243,49.58825,11.856987,29.213303,12.594764,38.09841,7.043682,40.033504,7.7886434,27.65393,4.952212,17.980843,5.0755606,16.18715,3.6084294,14.510769,2.959062,11.898837,3.354939,9.153503,2.867218,9.14361,2.6155465,7.283463,2.7712643,3.9278858,2.826153,3.082103,3.125761,2.3687286,2.48173,4.239378,3.099666,4.8318157,3.9217622,2.610001,3.743479,1.9817624,2.6629016,1.354165,2.7532272,1.8343012,2.4683073,2.691117,3.2235548,1.1755577,3.0246553,-0.8217837,3.0165052,-0.13243215,3.093742,2.0500968,2.7294445,1.2089552,2.4710624,-0.35376474,2.1753213,0.23672166,2.4673057,0.84652275,2.7908297,0.38656545,2.68587,-0.553823,2.5885627,-0.47100234,2.588971,1.284412,2.450239,1.7758936,3.0049796,0.4794073,2.7689104,0.26463032,3.0799177,0.11943271,2.417946
Crackle,-384.12244,30.78728,144.81573,21.969137,51.044014,11.699881,28.248436,11.479424,39.463703,7.1745386,39.963116,8.928742,26.169786,5.188289,16.982418,5.683211,16.901783,3.1357718,15.972042,3.4166179,11.768569,3.9784982,8.55876,2.9473536,9.8469715,3.4855409,7.4595065,3.5862627,3.2498698,2.993906,3.3362164,2.6941767,3.2991762,3.131433,4.4559565,3.2297108,4.9605503,3.3181505,2.8032773,2.7101023,1.0763454,3.2432895,0.093036465,3.4412856,1.5121533,2.591421,3.0804622,2.9970114,1.3720876,2.299584,-0.49541664,2.579381,0.1281347,2.2554862,1.764298,2.490744,1.3663852,2.6704268,-0.19158682,2.959724,0.43384716,2.3952913,1.6365732,2.5854685,1.1996589,2.8091092,-0.035079267,3.158235,-0.65458083,2.999867,0.5382543,2.6311014,0.9216439,2.90983,-0.71416724,2.5821729,-0.8158407,2.3703945,0.030560175,2.3650506
Crackle,-383.60587,31.836245,149.04984,20.0277,47.362095,14.967365,29.1538,14.207521,39.0113,8.168208,42.366398,8.528117,25.759937,4.9580574,15.408332,5.421441,15.376748,2.717839,14.340009,3.2271457,11.124025,3.5604107,7.628602,3.0525062,9.939306,4.2511997,6.9190683,3.154023,3.2501628,3.4809906,3.830968,3.5971763,2.7146108,3.3608842,4.976421,3.2974102,4.87906,3.4362898,2.438447,3.325702,1.0416867,3.307338,-0.04870875,2.8008592,1.5797656,2.716443,2.2406883,3.8806307,0.02153624,3.001891,-1.9170479,2.8324716,-0.08294886,2.939681,2.410905,3.0077307,1.9793869,3.3661246,0.3700819,3.2372887,-0.12472773,2.4684713,1.520825,2.4339635,1.3678895,2.8790538,-0.5113789,2.3335671,-0.5737849,2.3518443,1.7328391,2.5799665,1.113684,2.9109635,-1.5757756,2.6363745,-0.34382463,2.7839057,1.2308311,2.8333213
Crackle,-380.22195,35.92936,152.98357,19.971893,45.487152,11.22759,27.947353,11.598659,36.645264,7.211316,42.403587,8.208745,25.343584,4.667266,16.535551,4.870222,16.016663,2.6536262,15.335056,3.303575,11.86229,4.3428574,7.536684,3.9987397,9.367702,4.4200025,7.098813,3.6536403,3.4121964,2.758529,3.3218813,3.066126,1.4201806,3.0686817,4.910148,2.6977797,4.2954435,2.7737727,1.9319931,2.8392131,0.8478281,2.3194475,-0.1537719,3.841515,0.5476017,3.0125918,2.3529084,3.203604,0.35977986,3.7260492,-1.1155598,2.995514,-0.45606312,3.1068878,0.74410087,2.8788915,0.038502704,3.1247213,-0.8049953,2.7475622,-0.06568888,2.4391806,1.2382711,2.3270326,1.2090658,3.0065353,0.20249052,2.710292,-0.58653027,2.319425,0.87641937,2.3655283,1.2635155,2.8102758,-0.051312186,2.6944828,0.1860827,2.7182837,1.1100656,2.3902283
Crackle,-381.68057,37.536686,144.08076,22.291656,50.92201,12.789925,28.563091,12.951266,37.558655,8.156047,39.042862,9.141768,26.991766,4.621244,17.775509,5.016549,16.534105,3.330896,15.891505,2.5272274,11.791411,3.6791866,7.758682,4.160391,9.39311,3.126065,8.0516,3.2513103,3.9974997,2.8553543,2.7146478,2.9973295,2.136913,2.251089,4.1610794,3.5311103,4.56609,3.820801,2.5311859,3.0199053,0.9246908,3.36735,-0.5451894,3.741293,0.25771508,2.8228612,1.5722967,3.3624992,0.97157615,3.2070677,-0.13463521,2.8776648,0.5317742,2.5705905,2.025432,2.898165,1.0306247,2.3855405,-0.38760307,2.4784577,0.03350599,2.3319795,1.4114952,2.2435029,1.9171058,2.8379188,0.20549321,3.2679873,-0.6290128,2.6436408,1.3568392,2.1871173,1.7773968,2.6796935,-0.71219325,2.3739579,-0.6304103,2.2096148,1.1159185,2.6548216
Crackle,-386.03946,35.253716,146.02847,21.611267,47.27152,13.735187,27.641716,13.934627,35.379707,8.310693,39.012363,8.980497,25.539007,5.7978463,15.863186,6.0185986,15.743876,3.7179556,16.017376,3.6952667,12.097144,3.2114906,7.1989436,3.7029948,9.11563,3.7011857,7.179237,3.5949528,2.6220298,2.9746842,2.581861,3.2839038,2.9024823,3.3986313,5.364545,3.1017363,4.5118074,3.9706757,1.8544228,3.4678912,0.76236403,3.388769,-0.52400583,3.771169,0.92354584,2.536877,2.5669606,3.0068002,1.7181238,3.461639,0.48443568,2.5641959,0.45030227,2.4864926,1.2948111,3.086554,0.9623578,2.5834053,0.015288802,3.2311933,-1.0585063,3.1455493,-0.034960542,2.7739367,0.9053421,2.485203,-0.27659568,2.8313138,-0.49420914,3.1781175,0.7638051,2.4232192,1.2797685,2.5779622,-0.120249495,2.3357322,0.11522521,2.746735,0.70003027,2.3101184
Crackle,-389.55017,32.589226,149.28519,19.949434,46.80504,12.288462,30.674587,11.223496,34.198418,6.390818,39.525272,7.886693,24.691994,5.306738,17.642181,5.3605957,16.470545,2.9381073,15.805939,2.9641836,10.798129,3.2236772,7.613249,3.6162364,10.050162,3.1874955,8.763299,3.0928433,2.8265831,3.4370904,3.4758933,3.2603183,1.8083893,2.9010997,4.7682605,2.8191986,5.5562754,3.7240353,2.7085512,3.6342664,0.40128434,2.84685,-0.38474408,3.9244547,0.9147853,3.5835671,3.7921348,3.7187452,0.7243608,2.209826,-0.6412375,2.6816401,-0.89891684,2.9523299,1.4737589,2.7305908,0.7125811,2.6184328,-0.2523049,2.9161599,0.5945951,2.9153311,1.622461,2.61776,0.22325148,3.005391,-1.2715638,3.1239727,-1.0487083,2.9021454,2.0929906,2.3058481,1.3621688,2.576836,-1.0056676,2.7614539,-0.69822395,1.8376858,1.4497073,2.778872
Crackle,-385.92377,34.493954,143.489,20.421192,48.95601,11.139558,28.308624,10.790734,37.15392,8.264666,39.36956,8.93848,25.403502,4.6688704,16.176645,5.181262,16.673052,3.324158,16.30781,3.6882927,11.738001,3.6106598,7.898184,3.2434452,10.506507,3.1717663,8.846128,3.513009,3.6515617,3.6034865,2.5360935,4.093022,2.3945954,3.0802045,4.5935493,3.2165616,5.0870285,4.1525617,2.2119892,2.9932888,1.1414076,3.0232248,0.5697059,3.3788629,0.91045785,2.6148415,1.6966635,3.191625,0.41233823,2.6439548,-0.26020768,3.3268616,0.6923046,2.5102654,2.1460583,2.451506,1.051842,3.0037687,-0.8083898,2.457781,0.22534193,2.237861,1.5728326,2.3578167,0.9722036,2.8552923,-0.6325922,2.703209,-0.2853934,2.6239743,2.013224,2.6490688,1.1692157,2.9897416,-0.8115647,2.8002813,0.037715517,2.0572848,0.71027935,2.2847648
Crackle,-420.7353,13.823127,104.21993,11.337654,40.790363,6.5184836,36.704834,4.696415,24.845175,6.1210403,29.94362,6.4092193,17.639917,5.134325,17.961084,3.7308173,11.692465,4.0932555,11.739709,2.9294496,9.137551,4.127617,9.689293,6.0885305,5.854212,5.6649184,12.489301,3.5572743,5.559798,2.8481116,9.847988,3.2362823,4.5105357,4.0933576,6.620673,3.1657798,4.5095596,2.679862,5.9292,2.8085563,2.4060278,3.0230315,3.5470111,2.3858895,-0.05554383,2.207197,5.1648636,2.5177445,-0.0771405,2.939087,3.3421068,3.83779,0.08885865,4.419492,2.4008272,3.0140326,2.72795,4.2344146,3.9662771,2.6784737,0.44742456,2.2510257,3.3682022,2.300862,-1.1108171,2.4939058,3.3160977,2.7049038,-0.64387316,2.928935,1.4176991,2.66404,0.1376988,2.3798158,1.7197709,1.9388922,-1.0869813,2.974673,1.3794082,2.0291498
Crackle,-420.61285,12.241913,105.53828,11.84122,48.2322,9.0392685,41.771034,5.855633,28.805056,4.690242,31.103903,4.7002974,20.271454,3.8108385,17.994646,4.5117784,12.751901,4.1265244,12.150742,4.5825667,11.322086,5.02319,10.068301,4.4440923,6.846465,3.6211166,11.322923,3.5237942,5.2355123,2.8358898,8.382561,3.026383,3.8148065,3.3087666,4.309711,2.5129263,3.54413,3.0856092,3.0447817,2.7478077,1.3497753,2.7729871,2.7204306,3.1105485,0.3441013,2.5362024,5.1141567,3.1461852,0.966241,2.6401734,3.0596209,2.4609725,1.8388505,2.370705,2.4703937,2.5991724,2.3126423,2.6068442,2.5117333,2.282845,-0.2590514,2.8612914,1.8327395,2.8587663,-2.0194771,2.5519,2.4817123,2.3709593,-0.54372627,2.7798226,0.8919607,2.7617066,0.4875055,2.8149877,-0.53362006,3.3074882,-0.7278583,2.4274547,0.47943074,1.9415735
Crackle,-420.42496,10.551744,107.25374,12.603953,49.570164,9.951785,43.15024,7.159344,29.645338,5.747286,32.179802,4.7966247,20.17141,4.0163407,19.28083,4.682941,14.948437,4.290211,12.864528,3.875381,10.523126,2.9934723,10.938185,3.6293097,8.385395,3.6428556,11.715946,3.1835408,4.9368105,2.947837,8.365326,3.4782453,3.6320126,3.2214675,4.495416,3.4139304,3.6118116,3.3625987,3.8410225,3.2584815,1.535568,3.2922382,2.9825494,3.0467203,0.49661785,2.3582017,4.662104,2.9332035,0.377137,2.8332531,2.628764,3.1033492,0.40968853,2.3693538,0.7912444,2.713253,1.7281107,2.9092503,2.6280818,2.6037855,0.124848574,2.6491244,2.4444163,2.0046732,-1.5928409,2.5316033,1.7978787,3.4637556,-1.6366695,3.044031,-0.15130211,2.6873791,-1.3758093,2.1787996,-0.15781951,2.5616012,-0.6280748,2.4766204,0.57805854,2.8488252
Crackle,-418.1859,11.821106,108.76524,12.94391,48.43162,11.23181,41.910427,8.034498,29.004072,4.7148533,32.762447,4.475686,19.820038,4.081655,19.245161,4.2901645,13.839255,3.557063,13.28487,4.023226,10.996272,3.6987956,10.868251,3.12361,6.91846,2.7229536,10.020948,3.3602743,3.008992,3.242026,7.5721383,3.083095,2.2178898,2.8003254,4.214262,3.371426,3.9918704,2.5184674,4.246241,3.015432,0.6866867,3.222564,1.9578043,2.2644756,-0.05501802,2.5764375,4.98807,3.3349032,-0.026728146,2.4495132,1.9936146,2.1650817,-1.3460085,2.7151566,0.47521845,2.792112,2.2452502,2.7757144,2.2515996,2.687856,-1.1122637,2.6311042,1.300156,2.3295536,-2.3046875,2.8030622,2.481345,2.3756847,-1.697222,2.683232,-1.2264111,2.6219022,-0.8638716,3.1534834,-0.01760992,2.2272067,-0.85214716,2.4674537,0.6983381,2.6143825
Crackle,-415.77792,20.002869,107.86178,12.991885,47.477062,9.424215,41.541725,6.6112785,29.378366,4.4597216,31.610313,4.6877875,19.965801,4.1695232,17.30091,4.403657,12.43809,3.9412527,12.303217,4.076857,10.982918,3.7982163,10.845807,3.5398195,7.585573,3.5999444,10.065473,3.6802447,3.7334678,3.0859177,7.4826617,3.458468,3.3457084,3.481592,4.9171295,2.8336828,3.974133,2.6571164,3.5436141,3.4538603,2.2567065,2.4837317,2.6562529,2.6102538,0.21025345,2.5765023,5.5503716,3.2236564,0.5792732,3.6873586,2.422234,3.1050541,0.46114075,2.4729598,1.5114645,2.4096367,2.7297215,3.1785347,2.2232893,2.6868064,-0.6690273,2.666638,1.6404748,2.5706484,-1.3381125,2.5740402,2.181017,2.5671465,-1.3159281,3.130693,-0.6104452,2.7457666,-0.9954464,2.307572,-0.123786405,2.0488446,-0.25945213,2.1181185,0.10316204,2.3570094
Crackle,-412.5561,32.302944,107.72405,12.597292,48.297344,10.457785,41.723,6.574879,27.834671,4.884771,29.434052,5.3737435,18.799845,4.825441,18.226994,4.1461535,12.584247,3.880702,11.763417,3.6667173,10.075437,3.471072,10.180136,3.462943,6.996691,3.2305956,10.276559,3.311676,3.8465135,2.871521,7.608436,3.0002258,3.693536,3.3128912,4.3320312,2.7891793,3.3767688,2.8021681,3.9105413,2.9483087,2.4019933,2.184118,2.0287535,2.6585171,-0.4078759,2.5982826,5.2478857,2.8111181,1.5131911,2.850326,3.0601873,2.4985845,0.43912998,2.5445437,1.2333891,2.3840678,2.2837484,2.9374897,2.54618,2.9998968,-0.017041592,2.866636,2.499493,2.236444,-1.4267101,2.7991133,2.4795403,2.604995,-0.79773223,2.400463,1.0769309,2.6772175,0.9616035,2.920779,0.3327625,2.1102982,-0.48680797,2.5248766,1.0042635,2.4520118
